0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






-88.3915,0.304171,-0.133638,0.0551871,-0.0189527,0.00491047,0.000280685,-0.00283918,0.00365294,-0.0024873,0.0037979,-0.00202799,0.00215841,-0.00291271,0.00114061,-0.00187488,0.000561719,-0.00111608,0.00250617,0.000348207
-10.7723,1.85121,-0.0437309,0.790119,0.63285,-0.421109,-0.24945,-0.228742,0.156424,0.132491,0.0496608,-0.0232296,-0.398716,-0.123549,0.0338594,0.0514735,-0.145533,0.0651017,-0.069523,-0.0338658
-2.92257,2.42654,-0.136287,0.57733,0.494576,0.437012,0.448838,0.101951,0.0416479,0.257068,0.133538,0.255639,0.0291339,0.0842971,0.227174,0.0541279,-0.30858,0.0790978,-0.12748,-0.0380866
-7.69217,1.58443,0.316874,0.95177,0.979618,0.875932,0.91514,0.978952,0.253506,0.674993,0.146077,0.426559,0.37159,0.422242,-0.0196783,0.0411948,0.255674,0.236574,0.208785,0.015027
-9.86463,1.9661,0.375585,0.0563154,1.00275,0.738669,0.571758,0.523505,0.102748,0.478228,0.0635797,0.338967,0.0276541,0.215011,0.411586,0.263964,0.329778,0.205855,0.40206,0.128706
-11.5783,1.78459,1.08841,0.153432,1.05774,0.81658,0.561879,0.682311,0.186238,0.606573,0.141908,0.359992,-0.182346,0.0790363,0.404379,0.211579,0.301897,0.10077,0.288895,0.0848828
-11.7951,1.68155,1.09887,0.238446,0.951658,0.666962,0.607072,0.778741,0.140617,0.571846,0.243988,0.410325,-0.198791,0.154726,0.348144,0.176109,0.125425,-0.081153,0.18172,0.076992
-13.4559,1.4964,1.07268,0.138469,1.14046,0.870315,0.624227,0.947246,0.165309,0.760344,0.171903,0.216344,0.0897719,0.191783,0.109462,0.0650721,0.307269,0.168298,0.285812,-0.128353
-14.3144,1.39892,1.1837,-0.0882957,1.11595,0.781985,0.452183,0.897646,0.331832,0.716339,0.000360938,0.447703,0.3757,0.146303,0.289367,-0.0202392,0.371157,0.0486136,0.0899268,0.0236046
-14.7532,1.74232,0.794776,-0.233372,1.03985,1.093,0.830042,0.841233,0.132845,0.611386,0.172538,0.375167,0.0685481,0.138612,0.413449,0.189798,0.473383,0.193161,0.224181,-0.150909
-16.3914,1.68292,0.541156,-0.254539,0.680864,0.895531,0.664018,0.911188,0.449065,0.579358,0.152963,0.228831,0.245837,0.0151572,0.422296,0.224114,0.279022,0.0597158,0.140217,0.113649
-19.9208,1.26296,0.237987,-0.0358836,0.380595,0.824426,0.543975,0.608065,-0.102714,0.44389,0.48757,0.353749,0.264059,0.325886,0.498101,0.187379,0.21196,-0.0989728,0.0976258,0.0881415
-10.636,-1.2996,0.459707,0.0467165,0.0890274,0.0802166,0.0959731,-0.0572931,0.0834588,-0.0545421,0.00684386,0.0832585,0.00304775,-0.0428949,-0.0288297,-0.0744521,-0.330564,-0.0750511,0.14766,0.0913194
