-23.4874,1.73342,0.849355,0.684105,0.0787679,-0.391769,-0.152242,-0.117919,-0.132199,-0.0454548,0.31073,0.537523,0.393415,-0.0228271,-0.0104056,-0.364022,-0.573668,-0.411606,-0.0608103,0.228464
-20.2046,2.03753,0.776439,0.584429,-0.0186925,-0.443904,-0.170781,0.253102,0.211903,0.276607,-0.03614,0.26957,0.485258,0.0697707,-0.200515,-0.132506,-0.392422,-0.385546,-0.224696,-0.142246
-18.3939,2.46493,0.6235,0.585665,-0.0717228,-0.29921,-0.382975,-0.0529008,0.0352077,0.267107,-0.0574141,0.319664,0.513384,0.0956229,0.118128,-0.0287299,-0.252872,-0.434643,-0.219201,-0.131688
-9.73524,3.17624,-0.368588,0.221795,0.0964139,0.268905,0.012407,-0.568511,-0.0306651,-0.268608,-0.280798,-0.298601,-0.0908732,0.0814096,-0.238386,-0.00113252,-0.0985708,-0.119233,-0.0843116,0.0597409
-5.64592,3.10914,0.188012,0.615348,0.459271,0.379573,0.301836,-0.364801,-0.312372,-0.401858,-0.558239,-0.446719,0.0955642,0.119785,-0.402336,0.0169315,-0.183342,-0.25125,-0.157212,-0.139245
-5.80121,3.21574,0.134089,0.870304,0.608437,0.17241,0.263635,-0.200855,-0.285027,-0.222208,-0.404338,-0.214927,0.0572578,0.12975,-0.315593,0.255527,-0.229728,-0.0478399,0.0537584,-0.0699194
-6.12265,3.45364,-0.00403524,0.699625,0.408448,0.466711,0.185213,-0.307167,-0.278307,-0.255435,-0.340668,-0.30493,-0.0905485,0.260359,-0.315221,0.16641,0.0577064,-0.212779,-0.113389,-0.0846359
-6.37376,3.58189,-0.0435701,0.694661,0.292529,0.514361,0.0867832,-0.445855,-0.367074,-0.209722,-0.40952,-0.368095,0.0450628,0.106238,-0.373542,0.188433,-0.00741696,-0.240159,-0.117738,-0.0836902
-6.6258,3.75973,-0.0344241,0.837284,0.300818,0.457638,0.137736,-0.421516,-0.266566,-0.00728518,-0.546808,-0.178141,0.237198,0.196043,-0.326678,0.20074,0.123324,-0.323157,-0.0730749,0.0842895
-7.14558,3.88982,-0.0928635,0.868586,0.282797,0.237006,-0.113338,-0.102683,-0.308371,-0.136078,-0.551471,-0.397912,0.418067,0.410147,-0.505681,0.177277,-0.00987858,-0.184351,0.181564,-0.0719305
-7.29341,3.87066,-0.343978,0.809111,0.155944,0.430976,-0.0241571,-0.493084,-0.39422,0.0524005,-0.347669,-0.145805,0.177244,0.24211,-0.199538,0.324792,0.0437573,-0.219541,0.0975646,0.0284475
-7.44681,4.12073,-0.345779,0.510626,0.191534,0.596322,0.198788,-0.615897,-0.373909,0.261941,-0.235549,-0.280431,0.36048,0.324361,-0.150754,0.257465,0.163527,-0.11285,0.000648761,-0.00309855
-7.67346,4.17411,-0.422928,0.533781,0.0927414,0.39803,0.00464652,-0.611152,-0.384369,0.0352642,-0.251079,-0.325759,0.0854202,0.34751,-0.189038,0.297355,0.240069,-0.198238,0.0437693,0.0754902
-7.81298,4.34115,-0.356772,0.658593,0.138034,0.350239,-0.0703597,-0.452797,-0.209223,0.0432993,-0.422945,-0.34899,0.293087,0.432076,-0.264628,0.205961,0.144132,0.00368195,0.182843,-0.0335892
-8.07581,4.54406,-0.506644,0.720884,0.076234,0.420554,0.0117865,-0.488916,-0.223222,0.0246588,-0.311643,-0.165668,0.257799,0.282985,-0.0568634,0.306647,0.210844,-0.0905814,0.178824,0.113809
-8.31609,4.51853,-0.859953,0.621702,-0.0678276,0.438597,-0.140527,-0.727767,-0.39941,-0.0853992,-0.130991,-0.28715,0.138076,0.321879,-0.0493612,0.241533,0.22369,-0.0979642,0.203766,0.0138595
