8.17113e-5,8.3085e-5,7.33288e-5,8.39184e-5,8.17945e-5,6.84578e-5,2.59729e-5,4.18997e-5,4.49012e-5,7.19964e-5,7.36461e-5,5.52206e-5
0.000755547,0.000700247,0.000927592,0.000505116,0.000397413,0.000508142,0.000571473,0.000774479,0.00107423,0.00157763,0.00151185,0.0010254
0.0832873,0.0749251,0.0530404,0.0251214,0.0103699,0.00783418,0.0185986,0.0324339,0.0208479,0.0197211,0.0321307,0.0529786
0.0785319,0.0369015,0.0582952,0.0311263,0.00835983,0.00864601,0.0188866,0.033388,0.0202188,0.0179818,0.0181788,0.0512311
0.064165,0.0432543,0.0424664,0.0209271,0.00784555,0.00753961,0.0168872,0.0332721,0.0171941,0.014921,0.0149647,0.0378628
0.0529422,0.019277,0.0333288,0.01693,0.00856779,0.00515937,0.0148296,0.0257576,0.0166597,0.0141928,0.0121341,0.0308851
0.044808,0.0208665,0.0278127,0.0103403,0.00863637,0.00573504,0.0137399,0.0272732,0.0179715,0.0130411,0.0115016,0.0236198
0.0402684,0.0227205,0.0228039,0.0108014,0.00776122,0.00360736,0.015467,0.0305571,0.0140544,0.012058,0.0113642,0.0210111
0.03646,0.0151959,0.0231141,0.0107201,0.0072181,0.00545455,0.0150897,0.0274504,0.00962972,0.0154179,0.0149337,0.0188137
0.0295122,0.0110589,0.0157399,0.0067952,0.00680179,0.00834922,0.0180972,0.0233024,0.00860472,0.0158208,0.0323274,0.0506899
0.0389769,0.0203065,0.0215215,0.0122287,0.00675476,0.00771045,0.0151171,0.0168691,0.0124129,0.0155949,0.028199,0.0517771
0.0303625,0.0182528,0.0147535,0.00760132,0.00598009,0.00788367,0.0162229,0.0210186,0.0141144,0.0147065,0.0299,0.0417991
0.0213802,0.011878,0.017123,0.00984606,0.00565286,0.00758196,0.0110702,0.00587691,0.00596899,0.0125425,0.0183894,0.0368592
0.0704793,0.0268892,0.0323344,0.0231441,0.013326,0.0194471,0.0349114,0.0242851,0.0299553,0.0472665,0.0724753,0.113616
0.0276206,0.0260326,0.0399568,0.0186158,0.00649126,0.0135308,0.0317881,0.0151255,0.0200427,0.0361907,0.0492784,0.0748595
0.0195606,0.0249038,0.0377158,0.0230776,0.00884958,0.0127193,0.0295963,0.0102815,0.0154416,0.0293895,0.0363957,0.0446422
0.0221146,0.0212658,0.0311515,0.0115202,0.00652641,0.0125441,0.0287987,0.0110613,0.0180504,0.0307426,0.0320507,0.0473137
0.0200278,0.0197286,0.0291162,0.0159396,0.00631022,0.0129193,0.0272108,0.0148037,0.015317,0.0284398,0.0353563,0.0415837
0.0182414,0.0157587,0.0235653,0.00732935,0.00460623,0.0141153,0.0279851,0.0148348,0.013243,0.0205348,0.0217326,0.043341
0.0352919,0.0226224,0.029122,0.0143922,0.00501063,0.0148298,0.0297374,0.0135569,0.0147369,0.0303744,0.0569992,0.0887616
0.0282465,0.017397,0.0259104,0.00890822,0.00455238,0.0133653,0.0278344,0.0140438,0.0110225,0.022519,0.0408375,0.0737052
0.0207443,0.0154724,0.0242194,0.0146749,0.0062066,0.0139428,0.0282647,0.0139472,0.00848417,0.0194051,0.0418988,0.0568623
0.0153982,0.0161086,0.026573,0.0126108,0.00364425,0.00759523,0.0145892,0.00706295,0.00941664,0.018672,0.0209462,0.0404192
0.0541989,0.0684588,0.0512856,0.0246511,0.0330662,0.0281439,0.0225211,0.0244516,0.0266699,0.0284299,0.0266494,0.0556269
0.0355,0.0326577,0.085312,0.0573324,0.0449439,0.0191512,0.0183271,0.0135317,0.0229913,0.0347195,0.0246324,0.0467283
0.0254476,0.0407284,0.0709983,0.0264658,0.0437031,0.021403,0.00919489,0.00732227,0.0240889,0.0329195,0.025023,0.0327543
0.0136049,0.0340915,0.0549587,0.0344568,0.0441689,0.0237067,0.0145473,0.0100144,0.0230089,0.0343931,0.0255842,0.0396859
0.0270044,0.0230557,0.0444562,0.0319802,0.0343064,0.0196286,0.0136616,0.0118954,0.0231257,0.0366996,0.0204072,0.0262872
0.0107984,0.0139129,0.0381719,0.0193241,0.0279262,0.0171853,0.010914,0.0113706,0.0247066,0.0359776,0.0138979,0.0199463
0.00801503,0.0265657,0.0397312,0.0237988,0.0276549,0.0167156,0.0120608,0.012475,0.0225648,0.0375784,0.014349,0.0156993
0.0271775,0.0213992,0.0307785,0.0255807,0.0294326,0.019977,0.0163184,0.00877992,0.0209603,0.0411927,0.0383658,0.0539518
0.0174255,0.0161524,0.029495,0.0172584,0.0287528,0.0178442,0.0193185,0.0127318,0.0192234,0.037653,0.0328436,0.0407354
0.0346693,0.0328702,0.0312359,0.0219129,0.0199363,0.0162086,0.0169046,0.0072264,0.0191499,0.0300741,0.0387996,0.0488633
0.0210497,0.0223336,0.0254771,0.0146652,0.00818842,0.0119065,0.021632,0.0161197,0.0263439,0.0286872,0.0255623,0.0403584
