7.62844e-6,6.97931e-6,5.0144e-6,3.28697e-6,3.42661e-6,4.3232e-6,5.24924e-6,5.49539e-6,4.16459e-6,3.24974e-6,2.93184e-6,2.6855e-6
1.5004e-5,1.19428e-5,1.15079e-5,1.23634e-5,8.06392e-6,7.32516e-6,8.33112e-6,1.18933e-5,8.52251e-6,8.86589e-6,9.39454e-6,9.79398e-6
1.27726e-5,1.14715e-5,6.26402e-6,1.12275e-5,1.28557e-5,1.31214e-5,1.06591e-5,1.28545e-5,1.58593e-5,1.74823e-5,1.42432e-5,1.17216e-5
9.69681e-6,1.06639e-5,9.82961e-6,9.40901e-6,7.41866e-6,5.92092e-6,8.36764e-6,1.30394e-5,1.3571e-5,1.01102e-5,6.15124e-6,8.07711e-6
8.48827e-6,9.89863e-6,1.24531e-5,8.20013e-6,1.34737e-5,1.20074e-5,9.74456e-6,1.59183e-5,9.93864e-6,7.62973e-6,4.25772e-6,6.67536e-6
1.71579e-5,1.27792e-5,1.13385e-5,1.22981e-5,1.14698e-5,9.14293e-6,1.36962e-5,1.4925e-5,9.61048e-6,8.3972e-6,9.86886e-6,1.72716e-5
1.64411e-5,9.8539e-6,1.22606e-5,1.27285e-5,1.4532e-5,1.24022e-5,1.08327e-5,1.9147e-5,1.60786e-5,1.39088e-5,8.02373e-6,1.04508e-5
1.12357e-5,1.64006e-5,1.08065e-5,1.19294e-5,1.4476e-5,1.55485e-5,1.64419e-5,2.32987e-5,1.50656e-5,7.53184e-6,9.97791e-6,8.55334e-6
9.8152e-6,1.30307e-5,1.41275e-5,1.5238e-5,1.00235e-5,9.71481e-6,1.29378e-5,1.49458e-5,1.28955e-5,7.31028e-6,8.66918e-6,1.10702e-5
1.47322e-5,1.24234e-5,1.27209e-5,1.15532e-5,1.49851e-5,1.24295e-5,1.26532e-5,1.35427e-5,8.47507e-6,1.15727e-5,1.11221e-5,1.08038e-5
9.3018e-6,8.3123e-6,9.61149e-6,1.07504e-5,8.94886e-6,8.06633e-6,6.73257e-6,1.18479e-5,1.11107e-5,8.64275e-6,8.93127e-6,7.12973e-6
7.73557e-6,7.6555e-6,9.16162e-6,1.1088e-5,1.45921e-5,1.22954e-5,1.04725e-5,1.09644e-5,9.91924e-6,8.09398e-6,6.09629e-6,7.55251e-6
7.96924e-5,5.04374e-5,4.87123e-5,2.42997e-5,1.97341e-5,2.59e-5,2.12757e-5,1.89816e-5,3.63402e-5,2.36647e-5,2.12216e-5,1.82491e-5
0.00228182,0.0014319,0.000552938,0.000569836,0.000896958,0.000967884,0.000915307,0.000713588,0.000463743,0.000280768,7.26789e-5,7.79511e-5
0.0278081,0.0216276,0.0153796,0.0124119,0.0142626,0.0168224,0.0177231,0.0172786,0.0165335,0.0157762,0.0155178,0.0150556
0.0806507,0.0672421,0.0500042,0.0372551,0.0495788,0.0457984,0.0414308,0.0403979,0.0410958,0.0307268,0.0338277,0.0433767
0.0486641,0.0258914,0.025476,0.0298833,0.0594063,0.0553925,0.0127888,0.00894822,0.0108191,0.00818525,0.00307018,0.0138736
0.0247357,0.0142611,0.00799539,0.00873061,0.0508625,0.0523561,0.0145029,0.002116,0.00390148,0.00432401,0.00289212,0.0112007
0.0164191,0.010088,0.00712368,0.0127812,0.0519959,0.0543815,0.0138944,0.00176239,0.00231246,0.00364979,0.00262659,0.0103764
0.0158515,0.00777487,0.0058526,0.0151143,0.05569,0.0582227,0.017081,0.00206817,0.00263181,0.00315768,0.00234525,0.00986893
0.0143191,0.00838153,0.00486379,0.0140738,0.0575557,0.0603228,0.016607,0.00123795,0.00230791,0.00268717,0.00241787,0.00939655
0.0129398,0.00757954,0.00456188,0.0136773,0.0578968,0.061235,0.0168371,0.000683587,0.00156973,0.00244048,0.0022107,0.00800678
0.0116216,0.00533251,0.00320977,0.013679,0.0583955,0.0619306,0.0173379,0.000938399,0.00151058,0.00185243,0.00199947,0.00744593
0.0109609,0.00432192,0.0041642,0.0150747,0.0584138,0.061554,0.0179836,0.0015127,0.0015003,0.00180185,0.00199622,0.00746978
0.00986683,0.00333689,0.00306767,0.0120112,0.0557204,0.0586622,0.0154191,0.00150569,0.00145306,0.0014613,0.00136206,0.00619955
0.00912657,0.00355039,0.00247281,0.0129366,0.0562651,0.0588724,0.0159143,0.00125292,0.0012276,0.00134584,0.00122914,0.00557954
0.0094416,0.00415328,0.003248,0.014661,0.0580989,0.0608184,0.0178229,0.00148365,0.00144302,0.00152353,0.00160871,0.00574647
0.00912011,0.0046895,0.00260077,0.012804,0.0570578,0.0597495,0.0165446,0.000655267,0.00118056,0.00142223,0.00142075,0.00514898
0.010311,0.00474302,0.00396862,0.0135628,0.0556002,0.0589345,0.0154549,0.000829635,0.00143766,0.00224929,0.00223308,0.00295657
0.0379191,0.0466957,0.0526955,0.0670998,0.110516,0.108125,0.0605229,0.0357747,0.0350969,0.0386463,0.0373278,0.0335809
0.0125606,0.0217011,0.0270502,0.0388131,0.0565254,0.0589251,0.0174547,0.0127143,0.00866305,0.0115792,0.0122039,0.011508
0.00801945,0.00399976,0.00265543,0.0140911,0.0567162,0.0589087,0.0166751,0.00165333,0.00276005,0.00291255,0.00189889,0.00464324
0.00736556,0.00271209,0.00290421,0.0143488,0.0564934,0.058073,0.0164887,0.00106298,0.00132637,0.00176707,0.00167991,0.00525857
0.00725888,0.00251868,0.00212204,0.0137256,0.0569572,0.0587947,0.0158243,0.000883777,0.0012408,0.00179341,0.00155396,0.0048268
