-29.5226,1.63122,0.832367,-0.0566646,0.786439,-0.0993205,0.105965,0.0240444,-0.0178868,0.548415,0.350387,0.228607,0.0782292,-0.306473,-0.342435,-0.0840325,-0.0674874,-0.0564438,-0.0580433,-0.091571
-25.581,1.29993,0.18821,-0.709786,0.804908,-0.382713,0.371638,-0.0317696,0.165577,0.110905,-0.0184794,0.250606,-0.0658104,-0.037763,-0.0119093,-0.0303504,0.0825766,-0.0255074,0.101657,0.207255
-25.734,1.32036,0.705417,-0.344735,0.681494,-0.270005,0.344728,-0.324461,0.0473254,0.285188,0.109297,0.190557,-0.14066,0.197701,0.153443,-0.17424,-0.202869,-0.0988639,-0.194068,0.243575
-25.8413,0.584528,0.0400129,0.149799,0.496992,-0.742083,0.282356,0.308867,-0.10788,0.412324,-0.0539357,0.308321,-0.165318,-0.00711241,0.0480653,0.365755,0.439396,0.183913,0.248898,-0.125951
-25.5321,1.02246,0.0767055,-0.0751125,0.873933,-0.260561,0.390914,0.104145,0.152541,0.223743,0.00539873,0.38244,-0.012944,0.134143,0.189273,0.0600978,-0.167428,0.245363,0.619997,0.106459
-25.0016,0.975987,0.418027,-0.137212,0.421284,-0.0544664,0.139376,-0.0248846,0.228247,0.27674,-0.0854709,0.229075,0.229542,0.578211,-0.0961671,0.0437167,0.0883711,-0.281858,0.213816,-0.0937295
-26.1649,0.575013,0.880435,0.325519,0.91282,-0.378431,-0.28504,0.485012,-0.310069,0.180656,0.196062,0.0935143,0.2992,0.178372,0.0150044,0.263949,0.096474,-0.112391,0.0498263,0.0930275
-25.6944,0.780653,0.46246,-0.225805,0.507379,-0.215108,-0.273787,0.258836,-0.0989853,0.208335,0.0845617,0.117556,0.0526879,0.108818,-0.0704294,0.247677,0.14495,-0.0767972,-0.0428644,-0.0695518
-25.5137,0.314045,0.436382,-0.195697,0.486866,-0.169994,-0.424327,-0.325056,-0.198186,0.191688,0.251521,-0.184779,0.0106865,0.0710197,-0.0693101,-0.0952201,0.0606934,0.185724,0.0450562,0.117358
-25.1837,0.89121,0.575138,-0.193978,0.520591,0.0635182,0.117832,-0.184213,0.292434,0.448433,0.0697492,-0.13271,0.188392,0.223727,-0.0204742,0.11524,0.227527,0.132094,0.11449,0.083434
-25.035,0.927091,0.0212501,-0.190937,0.682931,-0.224072,0.339013,0.0777393,-0.217331,-0.115933,-0.119572,0.179308,0.101422,-0.120363,0.0451234,-0.447166,-0.125997,0.227068,0.0890275,0.107489
-25.2604,0.814018,0.0219665,-0.415754,0.678806,-0.545886,0.361362,0.166495,0.0600624,0.162698,-0.174373,-0.0980341,0.172067,0.195285,0.157262,0.0107962,-0.175201,-0.122507,0.106482,0.166
-25.1594,1.00818,0.36331,-0.114034,0.674922,-0.286538,0.133212,0.443586,-0.0217939,0.0684451,0.310831,0.501827,-0.191036,-0.0223,-0.011663,0.153064,0.0343004,-0.276863,0.357634,0.251439
-25.4647,1.10228,0.660765,-0.304152,0.716413,-0.0757507,0.208984,0.389596,-0.312942,-0.0313622,0.234338,-0.00600963,-0.0446091,0.0508989,0.219181,-0.169012,0.0796562,0.0777651,-0.170785,0.362422
-24.8165,0.832477,0.209603,-0.098932,0.449384,0.0087835,-0.0148211,0.199426,0.0135688,0.086804,0.288626,0.112031,0.0338625,0.0482877,-0.0776017,0.0478929,0.023344,0.174209,0.0880106,0.0353249
-25.4744,0.974575,0.37548,-0.281302,0.50644,0.204206,0.55815,0.188563,-0.0549399,0.374388,0.405743,-0.0294264,-0.148895,0.339147,-0.0131023,-0.226944,-0.0372509,0.213147,0.0990932,-0.261422
-25.5998,1.2876,0.314628,-0.181079,0.576712,-0.254266,0.463896,0.166274,0.107789,0.422327,-0.13507,0.164302,0.0952342,-0.0641816,0.0287728,-0.083908,0.197916,0.0455071,0.12553,-0.00826593
-24.9978,0.952767,0.465316,-0.14332,0.585074,-0.136047,0.153057,0.0304152,0.0572573,0.402508,0.00199704,0.326732,0.195549,-0.227617,-0.128099,-0.00565948,-0.00603476,0.390722,0.161231,-0.011281
-25.0698,0.559206,0.294441,0.202885,0.397608,0.350682,-0.021315,-0.0400805,0.0645422,0.249313,0.0600076,-0.0170581,0.243712,0.318791,-0.0122608,0.0483634,0.0234976,0.07982,0.227983,0.111112
-25.5852,0.535131,0.441763,-0.332112,0.174074,-0.00479751,0.0336552,0.130907,0.0480164,0.342099,0.086768,-0.21641,-0.0505781,-0.197279,0.0655434,0.0529362,0.0606027,0.325706,0.295573,0.206123
